group,idiom,explanation,example
学习类,如饥似渴,像饿了渴了一样迫切地学习。,他如饥似渴地汲取新知识。
学习类,笨鸟先飞,能力差的人提前努力。,他笨鸟先飞，每天早起背书。
学习类,刻苦钻研,非常刻苦地深入研究。,科学家们刻苦钻研，终于取得了突破。
学习类,学海无涯,学问的海洋没有边际。,学海无涯，我们要不断探索。
学习类,开卷有益,打开书本就有好处，鼓励多读书。,开卷有益，我们要多读好书。
学习类,勤能补拙,勤奋可以弥补天资的不足。,他相信勤能补拙，一直很努力。
学习类,厚积薄发,充分积累，然后慢慢释放出来。,他平时积累了很多素材，这次作文厚积薄发。
学习类,求学好问,追求学问，喜欢提问。,他求学好问，经常追着老师问问题。
学习类,学以致用,学了要会用，理论联系实际。,知识要学以致用。
时间类,光阴似箭,时间像箭一样过得飞快。,光阴似箭，我们一定要珍惜时间。
时间类,日月如梭,时间像梭子一样穿梭而过。,日月如梭，转眼已是一年。
时间类,岁月如流,岁月像流水一样一去不返。,岁月如流，我们要珍惜当下。
时间类,一刻千金,一刻钟值千金，形容时间宝贵。,高考在即，一刻千金。
时间类,度日如年,过一天像过一年，形容日子难过。,生病住院的日子真是度日如年。
时间类,一日三秋,一天不见就像过了三年。,好朋友转学了，我真是一日三秋地想念。
时间类,白驹过隙,像小白马在缝隙前一闪而过，形容时间过得快。,时间如白驹过隙，转眼就毕业了。
时间类,争分夺秒,一分一秒都不放过，形容抓紧时间。,考试时要争分夺秒地答题。
时间类,分秒必争,连一分一秒都要争取。,我们要分秒必争地学习。
时间类,天长日久,形容时间很长。,天长日久，我们成了最好的朋友。
时间类,长年累月,长年累月，形容时间很久。,他长年累月地坚持练琴。
时间类,日积月累,一天天一月月地积累。,知识需要日积月累。
时间类,年复一年,一年又一年。,年复一年，小树长成了大树。
时间类,昼夜不停,白天黑夜都不停歇。,机器昼夜不停地运转着。
时间类,通宵达旦,一整夜到天亮。,为了完成任务，他通宵达旦地工作。
时间类,周而复始,一圈又一圈地循环。,四季周而复始，循环不息。
植物描写-水果,硕果累累,果实又多又大。,秋天果园里硕果累累。
植物描写-水果,汁水丰盈,形容水果很多水分。,水蜜桃汁水丰盈，咬一口满嘴都是甜水。
植物描写-水果,酸甜可口,又酸又甜，很好吃。,葡萄酸甜可口。
植物描写-水果,果香四溢,水果的香味四处飘散。,果园里果香四溢。
植物描写-水果,挂满枝头,果实很多，把树枝都压弯了。,苹果树上挂满枝头。
繁荣景象,欣欣向荣,形容事物蓬勃发展。,我们的祖国欣欣向荣。
繁荣景象,蒸蒸日上,形容事业一天天向上发展。,他的学习成绩蒸蒸日上。
繁荣景象,热火朝天,形容群众性的活动情绪热烈。,工地上热火朝天地忙碌着。
繁荣景象,如火如荼,形容气势旺盛，气氛热烈。,运动会的准备工作进行得如火如荼。
繁荣景象,车水马龙,车马很多，形容热闹繁华。,大街上车水马龙。
繁荣景象,人山人海,形容人非常多。,国庆节的广场人山人海。
繁荣景象,川流不息,像流水一样连续不断。,高速公路上车辆川流不息。
繁荣景象,门庭若市,门前像集市一样热闹。,这家店开业那天门庭若市。
繁荣景象,高朋满座,高贵的宾客坐满了座位。,宴会上高朋满座。
繁荣景象,座无虚席,座位没有空的，形容人多。,电影院座无虚席。
